,time,team,x_pos_1,x_pos_2,x_pos_3,x_pos_4,x_pos_5,x_pos_6,x_pos_7,y_pos_1,y_pos_2,y_pos_3,y_pos_4,y_pos_5,y_pos_6,y_pos_7
2685,1347,1,491.0,580.0,621.0,496.0,,,,174.0,320.0,296.0,305.0,,,
2686,1348,0,527.0,555.0,209.0,73.0,551.0,323.0,,194.0,408.0,251.0,276.0,313.0,343.0,
2687,1348,1,580.0,491.0,621.0,496.0,,,,320.0,175.0,296.0,305.0,,,
2688,1349,0,323.0,554.0,552.0,528.0,73.0,209.0,,342.0,409.0,310.0,195.0,276.0,251.0,
2689,1349,1,496.0,491.0,621.0,581.0,,,,305.0,173.0,297.0,319.0,,,
2690,1350,0,555.0,209.0,323.0,73.0,528.0,552.0,,409.0,250.0,342.0,276.0,196.0,310.0,
2691,1350,1,622.0,581.0,496.0,619.0,491.0,,,296.0,318.0,303.0,214.0,172.0,,
2692,1351,0,209.0,73.0,529.0,555.0,552.0,323.0,,250.0,276.0,196.0,409.0,310.0,343.0,
2693,1351,1,496.0,618.0,581.0,622.0,491.0,,,302.0,215.0,318.0,296.0,172.0,,
2694,1352,0,210.0,72.0,552.0,529.0,555.0,323.0,,251.0,275.0,309.0,195.0,409.0,342.0,
2695,1352,1,582.0,618.0,622.0,491.0,496.0,,,317.0,215.0,296.0,170.0,302.0,,
2696,1353,0,530.0,553.0,211.0,73.0,556.0,323.0,,196.0,309.0,251.0,276.0,410.0,342.0,
2697,1353,1,582.0,491.0,623.0,618.0,496.0,,,316.0,170.0,295.0,214.0,300.0,,
2698,1354,0,323.0,553.0,556.0,72.0,211.0,530.0,,341.0,309.0,410.0,275.0,249.0,196.0,
2699,1354,1,583.0,616.0,491.0,623.0,496.0,,,315.0,215.0,170.0,295.0,299.0,,
2700,1355,0,556.0,72.0,210.0,323.0,530.0,553.0,,410.0,275.0,248.0,342.0,196.0,309.0,
2701,1355,1,617.0,583.0,623.0,490.0,496.0,,,213.0,316.0,295.0,171.0,298.0,,
2702,1356,0,210.0,323.0,73.0,556.0,531.0,553.0,,248.0,342.0,275.0,409.0,196.0,309.0,
2703,1356,1,583.0,490.0,617.0,496.0,623.0,,,315.0,172.0,214.0,298.0,295.0,,
2704,1357,0,74.0,211.0,556.0,554.0,531.0,323.0,,276.0,249.0,409.0,309.0,196.0,342.0,
2705,1357,1,495.0,623.0,490.0,616.0,583.0,,,297.0,295.0,171.0,215.0,315.0,,
2706,1358,0,555.0,75.0,323.0,211.0,530.0,554.0,,409.0,276.0,343.0,249.0,196.0,309.0,
2707,1358,1,623.0,616.0,583.0,495.0,489.0,,,295.0,215.0,313.0,298.0,170.0,,
2708,1359,0,530.0,553.0,76.0,554.0,212.0,322.0,,196.0,309.0,277.0,409.0,249.0,344.0,
2709,1359,1,495.0,623.0,489.0,617.0,583.0,,,298.0,295.0,170.0,213.0,313.0,,
2710,1360,0,530.0,212.0,323.0,553.0,75.0,554.0,,196.0,249.0,344.0,309.0,275.0,409.0,
2711,1360,1,495.0,488.0,616.0,582.0,623.0,,,298.0,170.0,214.0,312.0,296.0,,
2712,1361,0,323.0,75.0,530.0,213.0,553.0,553.0,,344.0,274.0,195.0,250.0,309.0,410.0,
2713,1361,1,582.0,495.0,489.0,617.0,623.0,,,311.0,298.0,168.0,213.0,297.0,,
2714,1362,0,75.0,553.0,213.0,553.0,531.0,324.0,,274.0,308.0,250.0,410.0,194.0,344.0,
2715,1362,1,488.0,617.0,623.0,583.0,495.0,,,168.0,213.0,297.0,309.0,297.0,,
2716,1363,0,75.0,324.0,213.0,553.0,531.0,552.0,,273.0,344.0,249.0,308.0,194.0,410.0,
2717,1363,1,617.0,583.0,488.0,495.0,624.0,,,214.0,308.0,168.0,296.0,297.0,,
2718,1364,0,552.0,532.0,324.0,75.0,213.0,553.0,,410.0,193.0,344.0,273.0,249.0,307.0,
2719,1364,1,488.0,495.0,624.0,583.0,617.0,,,167.0,295.0,297.0,308.0,214.0,,
2720,1365,0,552.0,74.0,323.0,553.0,532.0,213.0,,410.0,272.0,344.0,307.0,193.0,249.0,
2721,1365,1,488.0,616.0,582.0,494.0,624.0,,,167.0,215.0,309.0,295.0,297.0,,
2722,1366,0,552.0,532.0,323.0,553.0,213.0,74.0,,410.0,194.0,344.0,308.0,250.0,270.0,
2723,1366,1,488.0,624.0,494.0,582.0,617.0,,,166.0,297.0,295.0,309.0,214.0,,
2724,1367,0,553.0,552.0,213.0,532.0,323.0,73.0,,308.0,408.0,249.0,194.0,343.0,270.0,
2725,1367,1,616.0,624.0,494.0,583.0,488.0,,,215.0,296.0,293.0,307.0,166.0,,
2726,1368,0,214.0,553.0,532.0,74.0,552.0,323.0,,248.0,407.0,195.0,271.0,309.0,343.0,
2727,1368,1,616.0,488.0,624.0,583.0,494.0,,,215.0,165.0,295.0,307.0,292.0,,
2728,1369,0,74.0,215.0,532.0,322.0,552.0,553.0,,270.0,248.0,194.0,343.0,309.0,406.0,
2729,1369,1,616.0,494.0,489.0,583.0,625.0,,,215.0,291.0,165.0,307.0,295.0,,
2730,1370,0,322.0,74.0,552.0,217.0,553.0,532.0,,344.0,271.0,310.0,248.0,406.0,194.0,
2731,1370,1,583.0,616.0,489.0,625.0,494.0,,,307.0,215.0,166.0,294.0,291.0,,
2732,1371,0,218.0,552.0,322.0,553.0,74.0,532.0,,249.0,309.0,343.0,406.0,271.0,194.0,
2733,1371,1,489.0,494.0,616.0,584.0,,,,165.0,290.0,214.0,306.0,,,
2734,1372,0,553.0,73.0,532.0,552.0,219.0,321.0,,406.0,270.0,195.0,309.0,249.0,343.0,
2735,1372,1,617.0,584.0,494.0,488.0,,,,214.0,305.0,290.0,165.0,,,
2736,1373,0,321.0,75.0,551.0,553.0,530.0,220.0,,342.0,271.0,309.0,406.0,196.0,249.0,
2737,1373,1,488.0,617.0,584.0,494.0,,,,165.0,213.0,305.0,289.0,,,
2738,1374,0,530.0,552.0,320.0,75.0,552.0,220.0,,195.0,309.0,341.0,271.0,406.0,248.0,
2739,1374,1,488.0,494.0,617.0,584.0,,,,164.0,289.0,213.0,305.0,,,
2740,1375,0,552.0,320.0,76.0,552.0,530.0,220.0,,309.0,340.0,271.0,405.0,195.0,246.0,
2741,1375,1,617.0,584.0,494.0,488.0,,,,213.0,304.0,289.0,165.0,,,
2742,1376,0,552.0,76.0,551.0,530.0,321.0,220.0,,406.0,271.0,309.0,195.0,340.0,244.0,
2743,1376,1,616.0,493.0,488.0,584.0,,,,214.0,289.0,164.0,303.0,,,
2744,1377,0,77.0,220.0,551.0,529.0,551.0,321.0,,271.0,242.0,405.0,195.0,309.0,340.0,
2745,1377,1,583.0,614.0,489.0,494.0,,,,303.0,215.0,163.0,289.0,,,
2746,1378,0,551.0,551.0,322.0,76.0,529.0,221.0,,405.0,310.0,340.0,269.0,195.0,242.0,
2747,1378,1,489.0,493.0,613.0,583.0,,,,162.0,289.0,215.0,303.0,,,
2748,1379,0,76.0,322.0,529.0,551.0,221.0,551.0,,269.0,340.0,195.0,405.0,241.0,309.0,
2749,1379,1,489.0,583.0,493.0,613.0,,,,162.0,303.0,289.0,216.0,,,
2750,1380,0,221.0,322.0,529.0,551.0,551.0,76.0,,242.0,340.0,195.0,405.0,309.0,268.0,
2751,1380,1,583.0,489.0,493.0,613.0,,,,302.0,163.0,289.0,215.0,,,
2752,1381,0,322.0,75.0,529.0,552.0,551.0,222.0,,340.0,266.0,194.0,405.0,309.0,242.0,
2753,1381,1,583.0,494.0,613.0,489.0,,,,302.0,289.0,216.0,162.0,,,
2754,1382,0,75.0,552.0,529.0,550.0,323.0,222.0,,264.0,406.0,194.0,309.0,340.0,241.0,
2755,1382,1,613.0,494.0,583.0,489.0,,,,215.0,288.0,301.0,162.0,,,
2756,1383,0,552.0,528.0,74.0,222.0,323.0,549.0,,405.0,195.0,262.0,241.0,340.0,310.0,
2757,1383,1,494.0,488.0,583.0,613.0,,,,289.0,164.0,301.0,216.0,,,
2758,1384,0,74.0,322.0,530.0,223.0,552.0,548.0,,261.0,340.0,195.0,242.0,405.0,310.0,
2759,1384,1,613.0,489.0,494.0,583.0,,,,215.0,164.0,289.0,301.0,,,
2760,1385,0,530.0,552.0,224.0,548.0,322.0,74.0,,195.0,405.0,242.0,311.0,340.0,260.0,
2761,1385,1,494.0,489.0,614.0,584.0,,,,289.0,164.0,215.0,301.0,,,
2762,1386,0,74.0,553.0,224.0,530.0,321.0,548.0,,260.0,405.0,241.0,195.0,340.0,311.0,
2763,1386,1,614.0,494.0,584.0,490.0,,,,215.0,289.0,301.0,162.0,,,
2764,1387,0,552.0,75.0,530.0,320.0,225.0,548.0,,406.0,260.0,196.0,340.0,241.0,311.0,
2765,1387,1,585.0,490.0,495.0,614.0,,,,300.0,161.0,289.0,215.0,,,
2766,1388,0,75.0,226.0,547.0,320.0,552.0,530.0,,260.0,241.0,311.0,340.0,406.0,196.0,
2767,1388,1,490.0,614.0,495.0,584.0,,,,161.0,215.0,289.0,301.0,,,
2768,1389,0,227.0,319.0,548.0,530.0,551.0,75.0,,242.0,339.0,311.0,196.0,408.0,260.0,
2769,1389,1,495.0,584.0,614.0,490.0,,,,289.0,300.0,215.0,162.0,,,
2770,1390,0,529.0,550.0,547.0,75.0,228.0,318.0,,195.0,409.0,311.0,260.0,241.0,339.0,
2771,1390,1,490.0,495.0,614.0,582.0,,,,163.0,289.0,215.0,300.0,,,
2772,1391,0,227.0,547.0,317.0,76.0,549.0,529.0,,239.0,312.0,338.0,260.0,410.0,195.0,
2773,1391,1,495.0,614.0,581.0,491.0,,,,289.0,214.0,301.0,163.0,,,
2774,1392,0,548.0,76.0,227.0,317.0,528.0,547.0,,411.0,259.0,238.0,337.0,195.0,312.0,
2775,1392,1,581.0,614.0,495.0,491.0,,,,300.0,215.0,289.0,162.0,,,
2776,1393,0,548.0,227.0,76.0,527.0,548.0,316.0,,411.0,235.0,259.0,195.0,311.0,337.0,
2777,1393,1,580.0,495.0,491.0,613.0,,,,300.0,289.0,162.0,216.0,,,
2778,1394,0,227.0,548.0,316.0,527.0,547.0,76.0,,234.0,311.0,336.0,196.0,412.0,259.0,
2779,1394,1,491.0,495.0,580.0,613.0,,,,162.0,289.0,300.0,216.0,,,
2780,1395,0,547.0,228.0,316.0,526.0,548.0,76.0,,412.0,234.0,336.0,196.0,311.0,257.0,
2781,1395,1,581.0,612.0,495.0,491.0,,,,298.0,218.0,289.0,162.0,,,
2782,1396,0,316.0,77.0,548.0,547.0,228.0,525.0,,335.0,257.0,311.0,412.0,234.0,196.0,
2783,1396,1,495.0,581.0,491.0,613.0,,,,289.0,297.0,163.0,217.0,,,
2784,1397,0,77.0,548.0,547.0,229.0,525.0,316.0,,256.0,311.0,412.0,234.0,197.0,335.0,
2785,1397,1,494.0,581.0,613.0,491.0,,,,290.0,298.0,218.0,164.0,,,
2786,1398,0,524.0,547.0,229.0,547.0,76.0,316.0,,195.0,311.0,234.0,412.0,254.0,335.0,
2787,1398,1,613.0,495.0,581.0,491.0,,,,218.0,289.0,297.0,165.0,,,
2788,1399,0,547.0,317.0,547.0,524.0,76.0,230.0,,412.0,335.0,311.0,196.0,253.0,235.0,
2789,1399,1,613.0,491.0,495.0,582.0,,,,218.0,166.0,289.0,296.0,,,
2790,1400,0,523.0,546.0,547.0,316.0,78.0,230.0,,195.0,312.0,413.0,335.0,253.0,234.0,
2791,1400,1,582.0,491.0,614.0,495.0,,,,296.0,165.0,218.0,289.0,,,
2792,1401,0,523.0,546.0,78.0,231.0,315.0,544.0,,195.0,413.0,252.0,234.0,335.0,312.0,
2793,1401,1,582.0,614.0,491.0,495.0,,,,296.0,219.0,166.0,289.0,,,
2794,1402,0,232.0,315.0,547.0,543.0,78.0,522.0,,234.0,334.0,412.0,312.0,252.0,195.0,
2795,1402,1,614.0,582.0,495.0,491.0,,,,219.0,297.0,290.0,166.0,,,
2796,1403,0,314.0,546.0,79.0,232.0,543.0,522.0,,335.0,413.0,252.0,234.0,312.0,195.0,
2797,1403,1,582.0,495.0,491.0,613.0,,,,297.0,290.0,166.0,219.0,,,
2798,1404,0,522.0,313.0,233.0,542.0,79.0,546.0,,195.0,335.0,234.0,312.0,252.0,413.0,
2799,1404,1,491.0,495.0,613.0,582.0,,,,166.0,290.0,219.0,296.0,,,
2800,1405,0,311.0,546.0,522.0,542.0,235.0,79.0,,335.0,412.0,196.0,311.0,234.0,252.0,
2801,1405,1,613.0,491.0,582.0,495.0,,,,218.0,166.0,296.0,290.0,,,
2802,1406,0,522.0,541.0,310.0,546.0,78.0,235.0,,195.0,311.0,333.0,412.0,251.0,234.0,
2803,1406,1,495.0,614.0,580.0,492.0,,,,290.0,217.0,295.0,165.0,,,
2804,1407,0,542.0,236.0,79.0,546.0,309.0,523.0,,310.0,232.0,251.0,412.0,332.0,195.0,
2805,1407,1,580.0,492.0,495.0,614.0,,,,293.0,164.0,290.0,218.0,,,
2806,1408,0,80.0,522.0,236.0,541.0,545.0,308.0,,252.0,195.0,230.0,312.0,413.0,331.0,
2807,1408,1,615.0,579.0,495.0,492.0,,,,217.0,293.0,290.0,165.0,,,
2808,1409,0,541.0,81.0,308.0,236.0,522.0,545.0,,312.0,253.0,331.0,229.0,195.0,413.0,
2809,1409,1,615.0,492.0,579.0,495.0,,,,217.0,164.0,293.0,290.0,,,
2810,1410,0,543.0,81.0,540.0,522.0,307.0,236.0,,413.0,253.0,313.0,194.0,330.0,228.0,
2811,1410,1,615.0,492.0,495.0,579.0,,,,216.0,164.0,290.0,292.0,,,
2812,1411,0,542.0,521.0,540.0,236.0,306.0,80.0,,414.0,195.0,313.0,227.0,329.0,250.0,
2813,1411,1,579.0,495.0,492.0,,,,,292.0,290.0,165.0,,,,
2814,1412,0,80.0,236.0,521.0,541.0,542.0,305.0,,248.0,225.0,196.0,313.0,414.0,329.0,
2815,1412,1,579.0,491.0,495.0,,,,,291.0,165.0,290.0,,,,
2816,1413,0,305.0,237.0,541.0,80.0,542.0,521.0,,328.0,226.0,313.0,247.0,414.0,196.0,
2817,1413,1,495.0,579.0,586.0,491.0,,,,290.0,290.0,483.0,165.0,,,
2818,1414,0,542.0,540.0,521.0,237.0,80.0,306.0,,414.0,313.0,195.0,226.0,245.0,329.0,
2819,1414,1,584.0,495.0,491.0,612.0,579.0,,,487.0,290.0,165.0,219.0,290.0,,
2820,1415,0,307.0,521.0,237.0,540.0,80.0,542.0,,329.0,195.0,226.0,313.0,244.0,413.0,
2821,1415,1,491.0,585.0,579.0,495.0,613.0,,,165.0,483.0,290.0,290.0,218.0,,
2822,1416,0,542.0,81.0,521.0,540.0,237.0,307.0,,413.0,243.0,194.0,313.0,226.0,329.0,
2823,1416,1,492.0,613.0,579.0,585.0,495.0,,,165.0,218.0,290.0,483.0,289.0,,
2824,1417,0,307.0,81.0,541.0,238.0,540.0,521.0,,329.0,243.0,413.0,226.0,314.0,194.0,
2825,1417,1,613.0,585.0,492.0,580.0,495.0,,,218.0,483.0,165.0,290.0,290.0,,
2826,1418,0,541.0,238.0,540.0,521.0,308.0,82.0,,413.0,226.0,313.0,193.0,328.0,243.0,
2827,1418,1,580.0,585.0,613.0,492.0,495.0,,,290.0,483.0,218.0,164.0,290.0,,
2828,1419,0,308.0,540.0,239.0,541.0,521.0,82.0,,328.0,312.0,225.0,413.0,193.0,243.0,
2829,1419,1,495.0,580.0,492.0,584.0,614.0,,,290.0,289.0,163.0,486.0,217.0,,
2830,1420,0,521.0,240.0,82.0,308.0,541.0,540.0,,192.0,225.0,243.0,328.0,412.0,313.0,
2831,1420,1,613.0,495.0,492.0,580.0,,,,218.0,290.0,164.0,288.0,,,
2832,1421,0,540.0,541.0,308.0,241.0,82.0,521.0,,313.0,412.0,327.0,225.0,243.0,192.0,
2833,1421,1,495.0,613.0,579.0,492.0,,,,290.0,218.0,290.0,163.0,,,
2834,1422,0,241.0,540.0,308.0,82.0,521.0,540.0,,225.0,314.0,328.0,243.0,192.0,412.0,
2835,1422,1,495.0,612.0,492.0,576.0,,,,291.0,219.0,164.0,289.0,,,
2836,1423,0,83.0,308.0,540.0,521.0,242.0,539.0,,243.0,327.0,412.0,191.0,225.0,317.0,
2837,1423,1,575.0,612.0,492.0,495.0,,,,289.0,220.0,165.0,291.0,,,
2838,1424,0,539.0,242.0,308.0,521.0,540.0,83.0,,317.0,225.0,327.0,191.0,412.0,242.0,
2839,1424,1,492.0,612.0,495.0,575.0,,,,165.0,221.0,291.0,290.0,,,
2840,1425,0,242.0,539.0,521.0,83.0,307.0,539.0,,222.0,412.0,190.0,242.0,327.0,317.0,
2841,1425,1,585.0,611.0,492.0,575.0,495.0,,,483.0,221.0,165.0,289.0,291.0,,
2842,1426,0,521.0,84.0,306.0,538.0,540.0,241.0,,191.0,243.0,327.0,413.0,317.0,221.0,
2843,1426,1,492.0,615.0,495.0,585.0,575.0,,,165.0,216.0,291.0,483.0,287.0,,
2844,1427,0,538.0,520.0,305.0,242.0,541.0,83.0,,413.0,192.0,326.0,219.0,317.0,241.0,
2845,1427,1,576.0,492.0,613.0,495.0,585.0,,,285.0,166.0,218.0,291.0,483.0,,
2846,1428,0,83.0,519.0,542.0,242.0,538.0,305.0,,239.0,193.0,317.0,218.0,413.0,325.0,
2847,1428,1,585.0,575.0,495.0,613.0,492.0,,,483.0,284.0,291.0,218.0,165.0,,
2848,1429,0,305.0,82.0,242.0,518.0,542.0,538.0,,324.0,238.0,218.0,195.0,317.0,413.0,
2849,1429,1,575.0,625.0,495.0,586.0,492.0,612.0,,284.0,296.0,291.0,483.0,166.0,219.0,
2850,1430,0,242.0,538.0,542.0,518.0,82.0,305.0,,218.0,413.0,317.0,196.0,237.0,324.0,
2851,1430,1,576.0,495.0,613.0,625.0,586.0,492.0,,284.0,290.0,218.0,296.0,483.0,166.0,
2852,1431,0,82.0,305.0,242.0,538.0,517.0,542.0,,235.0,324.0,217.0,413.0,197.0,317.0,
2853,1431,1,576.0,612.0,491.0,495.0,625.0,586.0,,283.0,219.0,166.0,289.0,296.0,483.0,
2854,1432,0,82.0,517.0,538.0,243.0,306.0,541.0,,235.0,199.0,413.0,218.0,324.0,318.0,
2855,1432,1,625.0,491.0,576.0,495.0,586.0,613.0,,296.0,167.0,283.0,290.0,483.0,218.0,
2856,1433,0,243.0,82.0,537.0,516.0,307.0,540.0,,218.0,235.0,412.0,200.0,325.0,318.0,
2857,1433,1,613.0,585.0,495.0,576.0,490.0,625.0,,218.0,483.0,289.0,284.0,167.0,296.0,
2858,1434,0,516.0,82.0,539.0,536.0,243.0,307.0,,200.0,235.0,317.0,412.0,218.0,324.0,
2859,1434,1,625.0,491.0,495.0,585.0,576.0,613.0,,296.0,165.0,289.0,483.0,284.0,218.0,
2860,1435,0,83.0,536.0,308.0,516.0,244.0,539.0,,235.0,411.0,324.0,199.0,218.0,317.0,
2861,1435,1,576.0,585.0,614.0,491.0,625.0,495.0,,284.0,483.0,218.0,166.0,296.0,289.0,
2862,1436,0,83.0,536.0,539.0,308.0,244.0,516.0,,235.0,411.0,317.0,323.0,218.0,199.0,
2863,1436,1,495.0,576.0,614.0,585.0,491.0,625.0,,289.0,284.0,217.0,483.0,166.0,296.0,
2864,1437,0,308.0,539.0,83.0,245.0,516.0,536.0,,322.0,317.0,235.0,217.0,199.0,411.0,
2865,1437,1,495.0,585.0,614.0,575.0,491.0,625.0,,290.0,483.0,217.0,284.0,166.0,296.0,
2866,1438,0,538.0,308.0,536.0,516.0,83.0,245.0,,317.0,322.0,410.0,198.0,234.0,217.0,
2867,1438,1,585.0,575.0,491.0,625.0,613.0,495.0,,483.0,285.0,166.0,296.0,218.0,290.0,
2868,1439,0,536.0,538.0,516.0,308.0,245.0,83.0,,410.0,317.0,199.0,322.0,217.0,234.0,
2869,1439,1,625.0,491.0,585.0,575.0,612.0,495.0,,296.0,166.0,483.0,285.0,219.0,291.0,
2870,1440,0,307.0,535.0,83.0,538.0,516.0,245.0,,323.0,410.0,234.0,317.0,199.0,218.0,
2871,1440,1,495.0,575.0,625.0,613.0,491.0,585.0,,291.0,284.0,296.0,218.0,166.0,483.0,
2872,1441,0,538.0,246.0,516.0,84.0,307.0,533.0,,318.0,217.0,198.0,234.0,324.0,410.0,
2873,1441,1,491.0,586.0,575.0,625.0,495.0,613.0,,166.0,483.0,285.0,296.0,291.0,218.0,
2874,1442,0,515.0,84.0,532.0,307.0,246.0,538.0,,199.0,233.0,410.0,324.0,214.0,318.0,
2875,1442,1,624.0,575.0,495.0,614.0,491.0,,,297.0,284.0,291.0,217.0,167.0,,
2876,1443,0,246.0,83.0,516.0,307.0,532.0,538.0,,212.0,231.0,198.0,325.0,410.0,319.0,
2877,1443,1,495.0,613.0,575.0,625.0,491.0,,,291.0,218.0,284.0,297.0,168.0,,
2878,1444,0,516.0,246.0,538.0,83.0,531.0,307.0,,197.0,210.0,319.0,230.0,410.0,325.0,
2879,1444,1,491.0,495.0,624.0,576.0,613.0,,,168.0,291.0,297.0,284.0,217.0,,
2880,1445,0,246.0,538.0,306.0,515.0,83.0,530.0,,209.0,319.0,325.0,199.0,228.0,410.0,
2881,1445,1,575.0,491.0,495.0,624.0,614.0,,,286.0,167.0,291.0,297.0,217.0,,
2882,1446,0,306.0,514.0,530.0,246.0,538.0,83.0,,325.0,199.0,410.0,209.0,319.0,227.0,
2883,1446,1,491.0,495.0,576.0,613.0,624.0,,,167.0,291.0,285.0,217.0,297.0,,
2884,1447,0,537.0,530.0,83.0,305.0,514.0,246.0,,319.0,409.0,227.0,325.0,200.0,209.0,
2885,1447,1,495.0,491.0,577.0,624.0,613.0,,,291.0,167.0,285.0,297.0,218.0,,
2886,1448,0,305.0,529.0,246.0,514.0,536.0,83.0,,325.0,409.0,209.0,200.0,319.0,226.0,
2887,1448,1,624.0,577.0,492.0,614.0,495.0,,,297.0,285.0,167.0,215.0,290.0,,
2888,1449,0,246.0,535.0,528.0,305.0,83.0,514.0,,209.0,318.0,409.0,324.0,226.0,200.0,
2889,1449,1,495.0,613.0,625.0,577.0,492.0,,,290.0,216.0,296.0,285.0,166.0,,
2890,1450,0,304.0,514.0,527.0,534.0,246.0,83.0,,324.0,200.0,407.0,318.0,209.0,225.0,
2891,1450,1,613.0,578.0,492.0,495.0,624.0,,,217.0,285.0,166.0,290.0,297.0,,
2892,1451,0,534.0,246.0,304.0,83.0,514.0,526.0,,317.0,209.0,325.0,225.0,200.0,408.0,
2893,1451,1,624.0,578.0,495.0,613.0,492.0,,,297.0,286.0,290.0,218.0,167.0,,
2894,1452,0,84.0,304.0,526.0,533.0,246.0,514.0,,225.0,325.0,407.0,318.0,209.0,200.0,
2895,1452,1,495.0,492.0,578.0,625.0,613.0,,,291.0,167.0,286.0,296.0,217.0,,
2896,1453,0,533.0,84.0,304.0,246.0,513.0,525.0,,318.0,225.0,324.0,209.0,200.0,407.0,
2897,1453,1,492.0,614.0,624.0,495.0,577.0,,,166.0,216.0,297.0,291.0,285.0,,
2898,1454,0,83.0,525.0,533.0,513.0,246.0,304.0,,225.0,408.0,318.0,200.0,209.0,324.0,
2899,1454,1,624.0,495.0,614.0,492.0,577.0,,,297.0,291.0,216.0,166.0,285.0,,
2900,1455,0,512.0,525.0,533.0,84.0,246.0,304.0,,199.0,407.0,317.0,225.0,209.0,323.0,
2901,1455,1,576.0,614.0,495.0,624.0,493.0,,,285.0,216.0,291.0,297.0,166.0,,
2902,1456,0,304.0,84.0,512.0,246.0,533.0,524.0,,321.0,224.0,199.0,209.0,318.0,407.0,
2903,1456,1,614.0,35.0,493.0,495.0,624.0,576.0,,215.0,244.0,165.0,291.0,297.0,284.0,
2904,1457,0,303.0,523.0,511.0,84.0,246.0,532.0,,321.0,408.0,199.0,225.0,209.0,318.0,
2905,1457,1,495.0,575.0,614.0,493.0,624.0,34.0,,291.0,285.0,216.0,164.0,297.0,243.0,
2906,1458,0,302.0,511.0,246.0,532.0,84.0,523.0,,321.0,199.0,209.0,318.0,224.0,408.0,
2907,1458,1,495.0,575.0,33.0,613.0,493.0,624.0,,291.0,285.0,242.0,218.0,165.0,297.0,
2908,1459,0,522.0,246.0,532.0,510.0,302.0,84.0,,408.0,209.0,318.0,198.0,322.0,224.0,
2909,1459,1,495.0,34.0,575.0,493.0,612.0,624.0,,291.0,243.0,284.0,166.0,218.0,297.0,
2910,1460,0,510.0,301.0,84.0,245.0,522.0,532.0,,198.0,322.0,223.0,206.0,408.0,318.0,
2911,1460,1,624.0,492.0,611.0,495.0,28.0,575.0,,297.0,167.0,221.0,291.0,237.0,283.0,
2912,1461,0,301.0,509.0,523.0,245.0,83.0,531.0,,323.0,199.0,408.0,204.0,220.0,318.0,
2913,1461,1,492.0,575.0,611.0,625.0,496.0,,,168.0,282.0,221.0,296.0,291.0,,
2914,1462,0,530.0,300.0,245.0,83.0,508.0,523.0,,319.0,322.0,202.0,220.0,199.0,408.0,
2915,1462,1,610.0,624.0,492.0,496.0,575.0,,,222.0,297.0,168.0,291.0,281.0,,
2916,1463,0,83.0,528.0,299.0,245.0,523.0,507.0,,219.0,318.0,322.0,200.0,407.0,201.0,
2917,1463,1,496.0,575.0,492.0,624.0,,,,290.0,282.0,168.0,296.0,,,
2918,1464,0,523.0,299.0,245.0,506.0,527.0,83.0,,407.0,322.0,200.0,202.0,318.0,220.0,
2919,1464,1,624.0,610.0,575.0,492.0,496.0,,,296.0,222.0,283.0,168.0,291.0,,
2920,1465,0,245.0,298.0,83.0,525.0,505.0,522.0,,200.0,322.0,219.0,318.0,202.0,408.0,
2921,1465,1,611.0,496.0,576.0,624.0,491.0,,,220.0,290.0,282.0,297.0,168.0,,
2922,1466,0,298.0,245.0,522.0,524.0,504.0,83.0,,322.0,201.0,408.0,318.0,202.0,219.0,
2923,1466,1,624.0,491.0,576.0,611.0,496.0,,,296.0,166.0,282.0,221.0,290.0,,
2924,1467,0,83.0,504.0,524.0,297.0,245.0,522.0,,219.0,201.0,316.0,321.0,201.0,408.0,
2925,1467,1,576.0,624.0,611.0,490.0,496.0,,,282.0,296.0,221.0,167.0,290.0,,
2926,1468,0,245.0,523.0,83.0,298.0,522.0,503.0,,201.0,316.0,219.0,320.0,408.0,202.0,
2927,1468,1,496.0,611.0,576.0,490.0,,,,290.0,221.0,282.0,167.0,,,
2928,1469,0,523.0,84.0,503.0,245.0,522.0,297.0,,317.0,219.0,202.0,201.0,408.0,319.0,
2929,1469,1,489.0,611.0,496.0,576.0,,,,167.0,221.0,290.0,281.0,,,
2930,1470,0,245.0,297.0,523.0,503.0,84.0,523.0,,201.0,318.0,408.0,202.0,219.0,316.0,
2931,1470,1,496.0,490.0,576.0,612.0,,,,290.0,167.0,282.0,221.0,,,
2932,1471,0,523.0,295.0,245.0,523.0,84.0,504.0,,408.0,317.0,201.0,316.0,218.0,202.0,
2933,1471,1,575.0,496.0,489.0,612.0,,,,282.0,290.0,167.0,219.0,,,
2934,1472,0,522.0,523.0,294.0,503.0,246.0,84.0,,317.0,409.0,318.0,202.0,202.0,219.0,
2935,1472,1,489.0,496.0,612.0,574.0,,,,166.0,289.0,220.0,282.0,,,
2936,1473,0,293.0,521.0,502.0,522.0,246.0,85.0,,317.0,317.0,203.0,410.0,201.0,218.0,
2937,1473,1,496.0,574.0,489.0,612.0,,,,290.0,282.0,166.0,218.0,,,
2938,1474,0,292.0,502.0,85.0,245.0,522.0,521.0,,316.0,203.0,218.0,201.0,411.0,318.0,
2939,1474,1,612.0,496.0,573.0,488.0,,,,219.0,289.0,282.0,166.0,,,
2940,1475,0,520.0,502.0,522.0,245.0,85.0,290.0,,318.0,203.0,413.0,200.0,218.0,316.0,
2941,1475,1,496.0,611.0,489.0,573.0,,,,290.0,220.0,166.0,281.0,,,
